sc_JavaScript,sc_Java,sc_C++,sc_Objective-C,sc_Ruby,sc_D,sc_Python,sc_Haskell,sc_C#,sc_PHP,concat(payload_pull_request_head_repo_language:freq_in),user,cluster
44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CoffeeScript:SMALL|Ruby:SMALL|JavaScript:MEDIUM,binford2k,cluster_3
0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,binod33,cluster_1
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python:MEDIUM|JavaScript:MEDIUM|PHP:SMALL,binyuj,cluster_3
0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:MEDIUM,biometrics,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:HIGH,biomimetics,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shell:MEDIUM,bionel,cluster_1
0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,bioshrimp,cluster_7
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XSLT:SMALL|XML:SMALL|JavaScript:MEDIUM,biozshock,cluster_3
0.0,0.0,526.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:ENORMOUS|C:MEDIUM,birarda,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Python:MEDIUM,birkin,cluster_1
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby:SMALL|C#:SMALL|JavaScript:MEDIUM|Java:SMALL|CoffeeScript:SMALL,bis12,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,Python:ENORMOUS,bit-pirate,cluster_1
0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,Ruby:HIGH|CSS:SMALL|JavaScript:MEDIUM,bitcoin,cluster_7
193.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,JavaScript:HIGH|Python:MEDIUM,bithin,cluster_8
158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,bitovi,cluster_8
6.0,0.0,0.0,0.0,12.0,0.0,58.0,0.0,0.0,0.0,Python:SMALL,bitprophet,cluster_1
0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,bitsofproof,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,PHP:MEDIUM,bittion,cluster_4
0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:ENORMOUS,bitwangyaoyao,cluster_1
0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,bjacobel,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,C:SMALL|Java:SMALL|C++:SMALL|Objective-C:SMALL|JavaScript:MEDIUM|Python:ENORMOUS,bjlittle,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,PHP:HIGH|Erlang:SMALL,bjo3rnf,cluster_4
0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:MEDIUM,bjoern-esser,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,C#:MEDIUM,bjorg,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,PHP:HIGH|C:HIGH,bjori,cluster_0
0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:MEDIUM,bjorn,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shell:ENORMOUS|JavaScript:MEDIUM|Perl:MEDIUM,bjornfor,cluster_1
67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,bjornstar,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,PHP:MEDIUM,bjyoungblood,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rust:ENORMOUS,bjz,cluster_1
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:MEDIUM|JavaScript:HIGH,bkase,cluster_3
39.0,0.0,0.0,0.0,54.0,0.0,45.0,0.0,0.0,0.0,JavaScript:ENORMOUS|Ruby:ENORMOUS|Python:SMALL,bkearney,cluster_7
19.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,Ruby:SMALL,bkeepers,cluster_7
42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,bkendall,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Go:HIGH|C:SMALL,bketelsen,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,Python:MEDIUM,bkingery,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,Python:HIGH,bkkcoins,cluster_1
0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,bkng,cluster_5
0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH|Ruby:SMALL|PHP:SMALL,bkuhn,cluster_1
0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,bkuker,cluster_1
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:SMALL|PHP:MEDIUM|Ruby:MEDIUM|C:MEDIUM|JavaScript:HIGH|C#:SMALL|Lua:SMALL|Python:SMALL|Scala:SMALL|C++:SMALL|Perl:SMALL|Coq:SMALL|ActionScript:SMALL,blabno,cluster_3
442.0,53.0,371.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,C++:ENORMOUS,blackberry,cluster_8
114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHP:SMALL|JavaScript:HIGH,blackberry-community,cluster_8
0.0,0.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:ENORMOUS,blackberry-gaming,cluster_1
2513.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:MEDIUM|JavaScript:ENORMOUS,blackberry-webworks,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,CSS:SMALL|PHP:MEDIUM,blackheaven,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,PHP:MEDIUM,blackshadowshade,cluster_4
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,blacktrash,cluster_3
0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,D:ENORMOUS,blackwhale,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,C:SMALL|Python:SMALL,blackwithwhite666,cluster_1
0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,Ruby:SMALL,blaet,cluster_7
0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,blairand,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rust:ENORMOUS,blake2-ppc,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,Python:MEDIUM,blakedut2,cluster_1
49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHP:SMALL|Ruby:SMALL|CSS:HIGH|Shell:SMALL|Python:SMALL|JavaScript:ENORMOUS,blakeembrey,cluster_3
0.0,0.0,0.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,Objective-C:ENORMOUS,blakewatters,cluster_1
0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,blammit,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,PHP:ENORMOUS,blanchonvincent,cluster_4
0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Objective-C:MEDIUM,blarin,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,Python:ENORMOUS|PHP:SMALL|Scheme:SMALL,blast-hardcheese,cluster_1
0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:HIGH,blasv,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,PHP:HIGH,blaugueux,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,Python:MEDIUM,blazetopher,cluster_1
0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,blee92,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,Python:MEDIUM,blha303,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:HIGH,blipvert,cluster_1
0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,blkperl,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,Python:MEDIUM,bloodywing,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clojure:HIGH,blrm,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C#:SMALL|Erlang:MEDIUM|JavaScript:SMALL|Eiffel:SMALL,blt,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:HIGH,blubaron,cluster_1
0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,bluegr,cluster_1
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,blueimp,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,PHP:HIGH|C++:SMALL,bluemooninc,cluster_4
0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,blueplanet,cluster_7
0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM|C++:SMALL,bluepojo,cluster_9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ColdFusion:MEDIUM,blueriver,cluster_1
0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:ENORMOUS,blunted2night,cluster_1
43.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,blzaugg,cluster_2
47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS,bmac,cluster_3
69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby:SMALL|JavaScript:MEDIUM,bmantra,cluster_3
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS,bmatusiak,cluster_3
61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS,bmcustodio,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,PHP:HIGH,bmeeks8,cluster_4
0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,bmehner,cluster_1
0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,bmende,cluster_1
159.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,JavaScript:HIGH,bmeurant,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,Python:HIGH,bmihelac,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:ENORMOUS,bmiklautz,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,Python:ENORMOUS|Ruby:SMALL,bmispelon,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Go:MEDIUM|Ruby:SMALL,bmizerany,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Go:MEDIUM,bmizerany,cluster_1
104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,bmonaumann,cluster_8
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CoffeeScript:SMALL|JavaScript:HIGH|Go:SMALL|Perl:SMALL,bn1,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,PHP:MEDIUM,bndr,cluster_4
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,bnoguchi,cluster_1
171.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:SMALL|Go:SMALL|JavaScript:ENORMOUS|Scheme:SMALL,bnoordhuis,cluster_8
0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,Python:SMALL|Ruby:SMALL,bnorton,cluster_7
0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:HIGH,bobbywarner,cluster_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:MEDIUM,bobertlo,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,Python:ENORMOUS,bobsilverberg,cluster_1
71.0,0.0,4.0,6.0,113.0,0.0,4.0,0.0,0.0,54.0,Ruby:MEDIUM,bobthecow,cluster_9
14.0,2.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,JavaScript:MEDIUM,bobuk,cluster_1
65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,bocoup,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,PHP:ENORMOUS,boddhi,cluster_4
0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,Puppet:HIGH|Python:MEDIUM|Ruby:SMALL,bodepd,cluster_9
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shell:ENORMOUS|JavaScript:MEDIUM|Perl:MEDIUM,bodil,cluster_1
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:SMALL,bodokaiser,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,1386.0,0.0,0.0,0.0,Python:HIGH,boegel,cluster_6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,PHP:HIGH,boenrobot,cluster_4
0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,Ruby:HIGH,boersmamarcel,cluster_9
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,bofei,cluster_3
0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS|JavaScript:SMALL,bogdan,cluster_9
0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,CSS:SMALL|Emacs Lisp:SMALL|Puppet:MEDIUM|PHP:MEDIUM|Ruby:HIGH,bogdando,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,PHP:MEDIUM,bogdanjuszczak,cluster_4
0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS|Ruby:SMALL|Go:SMALL|CoffeeScript:SMALL,boggle,cluster_2
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM|C#:MEDIUM,boinaverde75,cluster_3
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CoffeeScript:MEDIUM,boiving,cluster_8
0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,boneill42,cluster_2
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,boneskull,cluster_3
0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS,bonsaiviking,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,PHP:MEDIUM,bonusboxme,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:MEDIUM,bonzini,cluster_1
306.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH|Java:MEDIUM|Python:MEDIUM,bootstraponline,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,JavaScript:SMALL|C++:SMALL|PHP:MEDIUM,bopontuskarlsson,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:SMALL|Go:SMALL|JavaScript:SMALL,border,cluster_1
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,borismus,cluster_3
473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS|PHP:MEDIUM|Ruby:SMALL,borjasalguero,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,PHP:ENORMOUS,borkweb,cluster_0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,0.0,0.0,Haskell:MEDIUM,bos,cluster_1
0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,bosschaert,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,ActionScript:SMALL|Objective-C:SMALL|Scala:HIGH|Java:MEDIUM|Go:SMALL|PHP:ENORMOUS|JavaScript:SMALL|C++:SMALL,bostak,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:ENORMOUS,bostonbusmap,cluster_1
0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,bot-motoko,cluster_9
0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,67.0,Python:ENORMOUS,bouchnic,cluster_4
0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,Python:MEDIUM,boudewijn-tribler,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,Python:HIGH,bouvard,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:ENORMOUS,bovi,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,Python:HIGH,bow,cluster_1
93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,bower,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,C#:MEDIUM,boxedice,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Python:MEDIUM,boxysean,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:ENORMOUS|C++:HIGH,boyu0,cluster_1
816.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS,bp323,cluster_8
0.0,166.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,Java:ENORMOUS,bpindelski,cluster_2
0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,Python:HIGH,bpinsard,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,Python:MEDIUM,bpotterschipul,cluster_1
0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,bpross-52n,cluster_1
55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHP:SMALL|JavaScript:MEDIUM,bra19,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perl:MEDIUM|JavaScript:SMALL,braddoro,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:ENORMOUS,braddr,cluster_1
566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS|PHP:SMALL,braddunbar,cluster_8
84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:SMALL|JavaScript:HIGH,bradens,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PHP:HIGH,bradfitz,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,C++:SMALL|Go:MEDIUM|Scheme:SMALL|Ruby:HIGH|Haskell:SMALL|C:SMALL,bradfitz,cluster_1
0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,PHP:SMALL|VimL:MEDIUM|Perl:SMALL|Ruby:SMALL,bradgignac,cluster_7
189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lua:MEDIUM|JavaScript:ENORMOUS|Python:SMALL,bradleypriest,cluster_8
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS|Emacs Lisp:MEDIUM,bradleywright,cluster_3
0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,Ruby:SMALL|Python:ENORMOUS,bradobro,cluster_1
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,bradpsheehan,cluster_7
0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS|JavaScript:SMALL,brainopia,cluster_7
0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,brainspec,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C:MEDIUM,brainstorm,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R:MEDIUM,braithwaite,cluster_1
0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS,branan,cluster_9
0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,brandizzi,cluster_2
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:SMALL,brandonaaron,cluster_1
0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,Ruby:HIGH,brandonblack,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,JavaScript:SMALL|Python:HIGH,brandondean,cluster_1
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,PHP:HIGH,brandonkelly,cluster_1
0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS,brandonprry,cluster_7
0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,32.0,Python:ENORMOUS,brandonsavage,cluster_4
0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:MEDIUM,branflake2267,cluster_2
75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,bravewick,cluster_8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,PHP:ENORMOUS,brayanpereyra,cluster_0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,C#:MEDIUM,breadbros,cluster_1
0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,brechtvl,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,Tcl:SMALL|Python:MEDIUM,brendan-esda,cluster_1
557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS|PHP:SMALL,brendandahl,cluster_8
33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM|JavaScript:HIGH,brendannee,cluster_3
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,brentlintner,cluster_3
0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,Ruby:ENORMOUS,brenton,cluster_9
0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Python:ENORMOUS|PHP:SMALL|Scheme:SMALL,bretep,cluster_1
80.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,JavaScript:ENORMOUS,brettcannon,cluster_8
51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Objective-C:SMALL|Python:SMALL|JavaScript:ENORMOUS,brettgaylor,cluster_3
0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,bretthuneycutt,cluster_7
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,brettlangdon,cluster_3
68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,brettz9,cluster_3
0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,Ruby:MEDIUM,brewdega,cluster_7
0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C++:HIGH,breznak,cluster_1
0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:HIGH|Python:HIGH|Rust:HIGH|Ruby:SMALL|C:SMALL,brharrington,cluster_2
0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,Python:MEDIUM,brian-team,cluster_1
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,brianadamsdesigns,cluster_3
43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:HIGH,brianc,cluster_3
0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,brianchandotcom,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,Python:HIGH,briancheung,cluster_1
0.0,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Java:ENORMOUS,brianchiu,cluster_5
0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,Ruby:HIGH|Python:HIGH,briandrawert,cluster_1
0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,JavaScript:SMALL|Python:HIGH,brianfreud,cluster_1
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:MEDIUM,brianjmiller,cluster_3
20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JavaScript:SMALL,brianleroux,cluster_3
36.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,Python:HIGH,brianloveswords,cluster_3
